annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2023-2024,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,28154,4186,663,9.1852341882,23717,2.9113708873,14598,827,251,6.3155432251,10167,5.0828546605,13556,1882,112,12.27550777,13550,1.2820369004,3359,412
2023-2024,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,28819,5808,3500,11.331605307,24279,2.9305057869,14518,1552,762,5.6977533636,9999,4.5077774444,14301,3337,965,17.05094399,14280,1.826084267,4256,2738
2023-2024,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,16950,2752,555,9.5028367748,13577,3.9461406341,11917,990,223,5.5263442514,8605,4.5249042869,5033,1411,409,18.918267214,4972,2.9444790829,1762,332
2023-2024,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,22898,3892,1547,11.285861914,17876,4.6501957311,15493,1499,602,7.0996876367,10515,5.8828580599,7405,2473,520,20.044322155,7361,2.8893691603,2393,945
2023-2024,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,44858,6641,3397,12.685034566,33660,3.1994875223,26329,1850,1012,7.5201118011,15276,5.26367941,18529,6010,998,20.024192182,18384,1.4842680229,4791,2385
2023-2024,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,47349,0,1092,5.1558165959,41275,1.9357292886,30040,0,464,4.3772348258,24463,2.4885113573,17309,247,3,6.5070556262,16812,1.1313807433,0,628
2023-2024,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,12432,980,209,6.4026725386,10525,3.818658881,10880,691,148,5.1924920854,8989,3.9617330132,1552,258,58,14.886411798,1536,2.9813585069,289,61
2023-2024,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,20114,2994,2599,17.016038663,17257,1.774178562,8460,604,568,6.0633188863,5704,2.6151743416,11654,3536,1708,24.966957602,11553,1.3589582792,2390,2031
2023-2024,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,28679,4771,727,17.073504016,21658,4.2743426345,17330,1345,296,8.6106616336,10571,5.6338688918,11349,4670,2230,29.996321751,11087,2.9780900805,3426,431
2023-2024,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,41733,5,1331,5.7515068012,39122,1.4734945243,32123,1,422,4.5615150273,29528,1.6720348295,9610,630,34,9.7292493352,9594,0.8624357237,4,909
2023-2024,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,39791,6947,2577,11.33757228,30482,3.1534590997,23707,1802,602,5.3431365091,14496,4.395101024,16084,5082,1240,20.173066488,15986,2.0275463426,5145,1975
2023-2024,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,21516,5294,762,13.655225569,16681,3.2250222309,12678,1423,285,6.3225134091,7877,4.6691917749,8838,3209,1242,24.173909067,8804,1.9329137008,3871,477
2023-2024,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,3075,135,3070,13.332313008,3011,1.5765743201,1472,51,1468,3.5607516229,1408,1.5533301768,1603,577,143,22.305325085,1603,1.5969908851,84,1602
2023-2024,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,20330,4114,1510,11.566027914,18562,2.450193765,13358,1393,535,5.6040341618,11607,2.9506235461,6972,2467,693,22.988906937,6955,1.6150408579,2721,975
2023-2024,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,16298,2556,538,10.443589534,12777,3.5874028202,12343,1075,165,6.2669399885,8848,4.3087653205,3955,1323,515,23.478326661,3929,1.9629142982,1481,373
2023-2024,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,3532,83,3404,15.076414056,3251,2.1226285075,1883,37,1773,3.7857968962,1604,2.1363535605,1649,774,251,27.969217034,1647,2.1092617891,46,1631
2023-2024,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,23268,5328,1690,15.116090709,19197,2.599264425,14528,1571,226,7.0419549032,10493,3.3208780722,8740,3518,1607,28.537262904,8704,1.7293319802,3757,1464
2023-2024,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,55353,10748,3060,11.063148464,47199,2.6222795798,20006,1372,339,4.1787408916,12939,3.1814985273,35347,5698,1555,14.959644854,34260,2.4110789388,9376,2721
2023-2024,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,26277,4688,1640,9.3459468673,22779,2.2271970163,17311,1515,619,4.3643539914,13836,2.8163245639,8966,2941,283,18.964099251,8943,1.3157390324,3173,1021
2023-2024,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,23432,3273,3542,13.235075846,19632,2.269859866,13721,735,1269,5.5769253739,9961,3.1870680376,9711,3660,1084,24.055535389,9671,1.3251477786,2538,2273
2023-2024,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,39532,7646,1810,12.735579116,30794,3.2827140388,26942,2510,754,6.9699874937,18231,4.5771525911,12590,5442,2040,25.073670417,12563,1.4042686637,5136,1056
2023-2024,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,2060,67,2055,23.30923719,2031,0.347344904,906,24,901,4.1487294579,877,0.4572719498,1154,698,334,38.352062151,1154,0.2638041594,43,1154
2023-2024,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,18634,3104,571,9.9251320764,13497,4.2551502186,13407,1142,248,6.3680257204,8287,5.4853195433,5227,1657,103,19.048936345,5210,2.2984490296,1962,323
2023-2024,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,25924,3301,2085,7.8025360455,19200,3.1337777778,19321,1164,770,5.0781083766,12628,3.9505098898,6603,1456,62,15.774468045,6572,1.5644392034,2137,1315
2023-2024,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,11985,3349,317,8.7093696287,11603,1.4766548881,7513,1499,262,3.934443668,7135,1.7348037842,4472,1003,64,16.731287952,4468,1.0644139809,1850,55
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,5756,632,151,4.1336668018,5385,1.7023345713,5471,590,140,4.0170098905,5100,1.7116916122,285,3,0,6.3730701754,285,1.5348927875,42,11
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,6478,848,227,2.900552168,5396,1.3737829462,5944,690,207,2.7363469231,4863,1.4534339799,534,4,0,4.7283348939,533,0.6470606629,158,20
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,23672,3073,2695,12.818114603,14683,5.2005965705,15288,1134,747,6.5489902029,6606,5.8920963266,8384,2891,1192,24.249695452,8077,4.6350341849,1939,1948
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,21054,3966,638,14.073966137,13827,4.422619613,13754,1338,379,7.0796023783,6718,5.1943650971,7300,2643,1309,27.252113965,7109,3.6933206733,2628,259
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,8093,1091,468,7.0072674259,7020,2.4685209718,5732,519,246,3.5784224529,4729,2.594460304,2361,404,182,15.33176526,2291,2.2085615209,572,222
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,13588,1709,644,9.655594397,10167,3.6722114849,10087,746,240,4.3526692497,6720,3.9271594742,3501,1171,543,24.934259339,3447,3.1751849434,963,404
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,6960,831,196,5.5614054917,6358,2.1340948411,5456,553,122,4.3001982527,4857,2.1712952097,1504,155,29,10.136636008,1501,2.0137202976,278,74
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,9979,827,262,5.4725626315,8216,2.7630077829,8793,543,190,4.0725442587,7040,2.8840824653,1186,234,69,15.852294126,1176,2.0382069633,284,72
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,10806,1423,527,5.8797394195,9812,2.2483848859,8918,866,401,4.3925720453,7949,2.3609518318,1888,217,94,12.904399718,1863,1.7680871653,557,126
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,3147,285,159,2.8908933552,2970,0.9951418818,2905,229,125,2.2692829413,2731,1.0222228325,242,19,0,10.352786961,239,0.6856938633,56,34
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,6755,979,347,4.7606760013,5922,2.6026592461,5780,675,251,4.006373366,4958,2.6573414459,975,21,1,9.2323367521,964,2.3214202974,304,96
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,14000,1433,598,4.5078701587,12410,1.7750697242,10529,599,443,3.043098664,8983,2.0031585588,3471,199,14,8.9511369602,3427,1.1771934475,834,155
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,15692,2052,833,6.931387756,12252,3.8289742491,12447,1035,520,5.9012645617,9059,4.3860099226,3245,255,6,10.882680021,3193,2.2485839684,1017,313
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,16365,1806,1074,8.1577254982,13400,3.6510926617,13251,1033,755,6.3769797458,10296,4.156235782,3114,671,122,15.735330497,3104,1.9755277241,773,319
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,3458,11,234,5.9147048712,2731,2.0460929045,3282,9,222,5.935726691,2555,2.1018256143,176,1,0,5.5226957071,176,1.2370186237,2,12
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,6757,897,328,2.9720620591,5560,1.6401570244,6024,701,276,2.4966428268,4902,1.719504454,733,29,2,6.8791909201,658,1.0490307329,196,52
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,1887,287,65,2.8408716069,1831,0.950014564,1537,210,55,2.5989689511,1485,0.9701977179,350,0,0,3.9031698413,346,0.863390334,77,10
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,8549,900,213,2.9624282892,4373,2.2887372005,6047,614,97,1.5381365415,1944,2.4134953704,2502,79,1,6.4047513101,2429,2.188889575,286,116
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,8205,768,428,4.8972876972,7132,2.4660778884,7446,585,392,3.8961489763,6379,2.5975083608,759,130,32,14.718735544,753,1.3526715361,183,36
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,5515,810,233,3.6691473255,4936,1.4579728863,4901,584,199,2.869341631,4333,1.5015522348,614,43,11,10.053264115,603,1.1448231067,226,34
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,13532,2051,910,9.061462603,11846,3.342205034,9992,947,494,5.1955599202,8313,3.8464647406,3540,971,390,19.973355148,3533,2.155703211,1104,416
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,12684,1422,893,9.3016736965,10063,3.6784430311,8503,557,397,4.9635259124,5995,4.0618062274,4181,941,330,18.124268915,4068,3.1134817819,865,496
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,4088,738,117,1.9380571184,3150,0.9697169312,3765,616,99,1.5752567508,2848,0.9822616261,323,16,1,6.1669840041,302,0.8514146431,122,18
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1362,183,86,3.0505241475,1336,1.5146966484,1340,178,83,3.0241179519,1315,1.5334980989,22,0,0,4.6589015152,21,0.3373677249,5,3
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,8005,1453,291,4.4058408286,7472,1.902427061,6114,897,235,3.4283699524,5638,1.9923719503,1891,93,17,7.5662093836,1834,1.6259225433,556,56
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,9636,1650,407,5.7745526325,8561,1.9459712975,8140,1085,304,3.6784090568,7073,2.0936682533,1496,367,71,17.180039736,1488,1.2439144639,565,103
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,8553,1445,307,5.7849808709,7334,1.7148414159,6810,838,184,3.6978761217,5627,1.9589311948,1743,271,58,13.939417671,1707,0.9102174055,607,123
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,8315,1356,367,5.1456480925,7393,2.0176689661,6551,751,255,3.1751856375,5649,2.149533054,1764,255,55,12.463391597,1744,1.5905472732,605,112
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,10480,1940,518,7.7997687659,9600,2.1674353009,7727,925,262,4.095791992,6856,2.43030229,2753,758,221,18.195928785,2744,1.5106510164,1015,256
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,10420,1451,300,4.0762070004,9256,1.5449379682,8454,934,176,2.9402047026,7311,1.6274764434,1966,107,0,8.961132446,1945,1.234686661,517,124
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,26744,2145,355,2.5568613832,20635,2.0536146784,26078,2073,346,2.531939289,19969,2.0978603224,666,0,0,3.5327147981,666,0.7269761428,72,9
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,20091,3275,578,4.1993865689,18455,1.4477977212,15752,1769,322,2.5827287893,14116,1.6834800148,4339,272,11,10.068387109,4339,0.681056247,1506,256
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,27047,5009,1392,6.3264022401,22256,2.418497384,19514,2089,688,3.9026462483,14752,3.0023413021,7533,1002,42,12.605066043,7504,1.2707274639,2920,704
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,23460,3863,711,5.5525094132,21724,1.5808207001,18560,2131,383,3.9297980125,16827,1.7894585752,4900,546,17,11.6989428,4897,0.8639022758,1732,328
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,46678,9005,3097,7.9111099209,42179,1.5496053065,32270,3489,1478,3.6110958148,27778,1.9939868981,14408,3617,827,17.541971609,14401,0.6924403977,5516,1619
2023-2024,8,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,56008,10781,3495,9.5397001321,43455,2.9925526471,35912,3374,845,5.4023343791,23405,3.8402116357,20096,4341,470,16.933264967,20050,2.0030534636,7407,2650
2023-2024,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,43889,7754,2974,9.9134861051,35236,2.7480763282,28597,2454,2077,5.8158138674,20042,3.6952963222,15292,4106,906,17.576390433,15194,1.4986237075,5300,897
2023-2024,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,45534,8313,2599,10.873748847,29141,5.6596174443,30456,2923,886,6.6877390881,14144,7.1390389525,15078,4974,360,19.329055467,14997,4.2643425352,5390,1713
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,12067,1569,378,8.9114878272,9739,3.5870156644,10008,902,237,5.7863329614,7689,4.0672705958,2059,773,290,24.101652906,2050,1.7857082656,667,141
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,8880,1076,524,6.3136621934,7797,2.8886177732,6969,637,283,4.1866401604,5927,3.0484179742,1911,333,76,14.07044741,1870,2.3821280452,439,241
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,19267,3666,1157,11.363529927,15445,3.9579662242,12466,1422,328,6.3954372337,8718,5.0143570136,6801,2199,468,20.46987363,6727,2.5889139124,2244,829
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,10983,1582,595,10.152747655,8868,3.8816370345,8144,808,290,6.8027916598,6068,4.2942662327,2839,771,220,19.762484052,2800,2.9874106151,774,305
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,30854,6399,1939,12.692207349,21715,4.0724600251,18665,1801,494,7.5757060005,9603,6.082818419,12189,4113,846,20.527099274,12112,2.4785472397,4598,1445
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,35319,6482,3445,14.309860195,25092,4.6252866341,20314,2118,892,6.9276895928,10211,6.4742049152,15005,5297,2125,24.303956403,14881,3.3566014269,4364,2553
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,46798,8613,3603,9.7235960404,25865,5.3345286101,32597,3504,1430,5.9337955095,11677,6.3197344019,14201,4131,293,18.422710744,14188,4.5236850782,5109,2173
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,37651,6355,2157,10.514602829,29161,3.4941187145,25686,2175,667,5.7569081082,17344,4.3454335793,11965,3588,1587,20.728238148,11817,2.2446302643,4180,1490
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,28145,5533,1454,9.6849236592,21845,4.2924455762,16089,1976,608,6.2888668759,9983,5.7078081349,12056,2347,424,14.21703693,11862,3.1012835104,3557,846
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,36020,7807,2137,13.063992149,25777,5.0737691439,17820,2583,667,6.7502469136,7787,6.7635030963,18200,4799,1684,19.245911935,17990,4.3423651257,5224,1470
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,22702,3592,1163,7.6827509079,19635,2.2639311179,15592,1457,392,3.8839005758,12581,2.5275010156,7110,1772,252,16.013506798,7054,1.7938470686,2135,771
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,23090,4964,1467,18.227780665,17778,2.6281998038,14240,1503,334,10.661368602,8929,4.1684318264,8850,4273,1888,30.402436911,8849,1.0740432064,3461,1133
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,13561,1534,223,6.1399161402,11305,3.276416163,11499,957,174,4.3756910021,9260,3.1802891769,2062,476,90,15.978337509,2045,3.7116904374,577,49
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,24443,4924,1877,12.800909372,19391,2.4688212888,16100,1642,1100,4.8584571256,11074,3.3201237383,8343,3124,1604,28.127947747,8317,1.3353208288,3282,777
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,14327,2878,705,5.1317396253,11799,2.3360392594,10441,1236,400,3.4116626494,7935,2.6451080305,3886,111,0,9.7532845828,3864,1.7013444617,1642,305
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,8210,1169,225,3.204317296,7468,1.5743917381,7118,777,166,2.6145450891,6394,1.6681849738,1092,10,1,7.0486383293,1074,1.015998862,392,59
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,8573,1004,285,1.8130002787,7998,1.0286996749,8125,875,273,1.5413797607,7552,1.0353332083,448,12,0,6.7391536458,446,0.9163758097,129,12
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,10010,1556,323,4.6392117605,8685,1.8025260986,7093,737,209,3.5296349687,5884,2.1331875991,2917,141,14,7.3372673599,2801,1.1079126502,819,114
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,11379,2046,465,5.4586463124,10151,2.6310937893,8386,1002,264,4.3575692954,7228,2.9598752152,2993,218,22,8.5437221109,2923,1.8180824495,1044,201
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,9336,1626,253,3.5654657003,8341,1.5852864032,7468,931,132,2.529198283,6482,1.7813399499,1868,33,1,7.7083163812,1859,0.9016828044,695,121
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,11754,2023,340,4.3444849744,10647,2.0582472893,9354,1086,171,3.3133862519,8283,2.2409476236,2400,50,1,8.3631922454,2364,1.4181005593,937,169
2024-2025,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,20415,3808,1155,6.6706763137,16100,2.6783851277,14579,1732,662,4.5783000282,10314,3.228086339,5836,704,81,11.897673207,5786,1.6984994911,2076,493
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,24065,3787,923,5.012897823,19077,3.1001962223,18763,2124,433,4.0363370285,13903,3.3852889265,5302,91,1,8.468803177,5174,2.3341266697,1663,490
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,34436,5723,2088,8.0796043546,29927,2.9542120549,19485,1756,568,4.5566037978,15122,3.9548308939,14951,2044,131,12.670980574,14805,1.9321682802,3967,1520
2024-2025,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,14487,2375,483,4.8043594065,12879,2.3132317899,12223,1564,294,3.5606041661,10630,2.4981861346,2264,221,47,11.519209364,2249,1.4390367324,811,189
